source,shot_id,competition,season,date,team,player,period,minute,second,location_x,location_y,distance_to_goal_m,shot_angle_deg,location_zone,body_part,technique,free_kick_type,shot_type_raw,play_pattern_raw,xg,gk_distance_to_goal_m,outcome,is_goal,team_strength_proxy
huggingface,76a87d37be1f787b104c1bdf6413478a,FA Women's Super League,2019/2020,,-2021612995131621552,-3251270692126520799,1,46,33,83.0,32.7,34.49,11.89,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0074,,Saved,0,
huggingface,8884cb842feead711b522a82358e42aa,FA Women's Super League,2019/2020,,8619948778869807005,7643746733827895408,2,46,23,115.4,39.6,4.22,81.77,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.6079,,Off T,0,
huggingface,79ca869de34fa233e78fc6102d392fa8,FA Women's Super League,2019/2020,,-3877000396625565868,3235333440147029158,2,46,35,86.2,45.7,31.34,13.13,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0169,,Off T,0,
huggingface,783395ddb92c950b5de34c67c9554a50,FA Women's Super League,2019/2020,,1740090167231094214,-8226529145866379418,2,46,44,113.2,46.9,8.86,34.95,,Head,Normal,indirect,Open Play,From Free Kick,0.0964,,Off T,0,
huggingface,a2b15a2b6e9de905a3112c1ed65ba0ce,FA Women's Super League,2019/2020,,-2021612995131621552,7545739314022577422,2,46,18,107.0,40.5,11.9,34.16,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0754,,Blocked,0,
huggingface,eca38e0f21d07e44a8278f8b4b2d0321,FA Women's Super League,2019/2020,,-6578909324278019133,8372148207684096419,2,46,47,101.0,35.2,17.92,22.44,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0521,,Blocked,0,
huggingface,171a4306fd46ac78626aa01a5bc787c0,FA Women's Super League,2019/2020,,-6457882036853365009,1403775917622076572,1,46,18,101.6,17.7,26.44,10.18,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0092,,Saved,0,
huggingface,330895d761a8dd75b26f7045b33caa89,FA Women's Super League,2019/2020,,-6578909324278019133,-1017758748952769394,2,46,45,111.6,47.4,10.24,31.58,,Head,Normal,indirect,Open Play,From Free Kick,0.0487,,Blocked,0,
huggingface,760f82609336f6dcf3e85498546d8938,FA Women's Super League,2019/2020,,4232585176298498403,-8248258839011011369,2,46,49,98.0,31.5,21.57,18.04,,Left Foot,Half Volley,indirect,Open Play,From Free Kick,0.0267,,Blocked,0,
huggingface,b20b2113b7fcfc610a066813e4886b29,FA Women's Super League,2019/2020,,4232585176298498403,-8248258839011011369,2,46,52,98.7,32.6,20.62,19.09,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0347,,Blocked,0,
huggingface,7d4735fd3b5881927ed549f1e8f5ed5c,FA Women's Super League,2019/2020,,-2021612995131621552,-8777298568152342867,2,47,50,98.5,58.6,26.0,12.25,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0123,,Off T,0,
huggingface,8cb9efc53367ed1fee381f679e7d6aa5,FA Women's Super League,2019/2020,,-6808310006375101756,178127523756891534,1,47,54,107.7,45.1,12.18,31.39,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.1989,,Off T,0,
huggingface,8b428776bf108276003cb138207fc2ea,FA Women's Super League,2019/2020,,269568771748221974,6868745335865997949,1,47,37,93.2,10.1,36.72,7.65,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0062,,Saved,0,
huggingface,f9310f37b0a74f9e84e0bc86444b72d1,FA Women's Super League,2019/2020,,5755335137019254459,4926099981778233232,1,47,18,89.8,55.4,31.0,12.04,,Left Foot,Normal,direct,Free Kick,From Free Kick,0.0089,,Off T,0,
huggingface,0940d43dbe8f2d5b1dd88f3a49945943,FA Women's Super League,2019/2020,,-6578909324278019133,-1017758748952769394,1,47,50,107.1,34.1,12.97,29.13,,Head,Normal,indirect,Open Play,From Free Kick,0.0477,,Off T,0,
huggingface,20ef525f7c0ba2161de7e1a2752eee29,FA Women's Super League,2019/2020,,8738392601656639079,4619030338923091770,2,47,47,94.9,39.4,22.96,18.1,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0511,,Post,0,
huggingface,77c097df1e9a5175d7725514add25c02,FA Women's Super League,2019/2020,,4232585176298498403,-310986629105017760,2,48,28,105.6,29.1,16.51,20.38,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0659,,Off T,0,
huggingface,d9b3136644eaac28a8d06057fdf2bde3,FA Women's Super League,2019/2020,,-6808310006375101756,7393497280878712091,2,48,30,100.6,53.6,21.66,15.89,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0334,,Blocked,0,
huggingface,9fb0956cffa7a43ef8b1ff73b9068ef1,FA Women's Super League,2019/2020,,2620248647504864620,-4027148024856079237,2,48,6,107.6,50.8,15.04,21.3,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0875,,Blocked,0,
huggingface,3ede79d3a4e92125624bef66f95df43b,FA Women's Super League,2019/2020,,-6808310006375101756,6581919726909948718,2,48,48,99.0,29.4,21.51,17.36,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0309,,Blocked,0,
huggingface,d1ca9e57ae62c76fde43286a90423fd8,FA Women's Super League,2019/2020,,-3877000396625565868,3235333440147029158,2,48,5,98.7,61.5,27.67,10.72,,Left Foot,Normal,direct,Free Kick,From Free Kick,0.0119,,Off T,0,
huggingface,b77acb32ecc462aa3a4ac972d0956ae6,FA Women's Super League,2019/2020,,-6457882036853365009,3880090478780603329,2,48,36,111.2,17.0,22.52,6.8,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0073,,Off T,0,
huggingface,8646c9f66af0fa26bb0a6fdcf0521564,FA Women's Super League,2019/2020,,-6808310006375101756,1292300064528328639,2,48,28,101.6,43.5,17.13,23.73,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0742,,Blocked,0,
huggingface,2497b6e00ffd3fa7f0dc6b46a176f829,FA Women's Super League,2019/2020,,-6578909324278019133,-1017758748952769394,2,49,17,114.6,36.6,5.83,60.22,,Head,Normal,indirect,Open Play,From Free Kick,0.2263,,Off T,0,
huggingface,2d5ffe0c6eb6d5e504e0f1f420306421,FA Women's Super League,2019/2020,,-6808310006375101756,7393497280878712091,1,49,4,82.3,58.9,38.56,9.71,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.007,,Blocked,0,
huggingface,cf3b4dddfd5e52389da326d5ef5cab87,FA Women's Super League,2019/2020,,4232585176298498403,-8248258839011011369,2,50,9,98.4,28.0,22.59,16.21,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0304,,Off T,0,
huggingface,c6857807422ea158712a9c814b36bdde,FA Women's Super League,2019/2020,,5755335137019254459,-7593991166939429669,2,50,11,97.6,39.7,20.48,20.25,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0418,,Saved,0,
huggingface,d4f9ad849f201078be1febc6381b6f5c,FA Women's Super League,2019/2020,,-6808310006375101756,6581919726909948718,2,50,6,96.1,42.2,21.95,18.85,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0377,,Off T,0,
huggingface,d02af360f0d13f23eee6aa90cdbb5ddc,FA Women's Super League,2019/2020,,-6457882036853365009,1403775917622076572,2,50,19,101.3,52.7,20.67,16.82,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0432,,Saved,0,
huggingface,712a0785d9963fabbfaa49712c02ad9b,FA Women's Super League,2019/2020,,5755335137019254459,-7593991166939429669,2,51,49,98.3,52.2,22.76,16.04,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0262,,Saved,0,
huggingface,8073e5bda77a8395266fb99cb2d25f14,FA Women's Super League,2019/2020,,-2021612995131621552,7545739314022577422,2,51,50,86.9,35.2,30.58,13.5,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0208,,Off T,0,
huggingface,4af26bef148a8ddcd61b901d41947a8c,FA Women's Super League,2019/2020,,-6808310006375101756,7393497280878712091,2,51,34,98.6,28.8,22.09,16.79,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0687,,Off T,0,
huggingface,4831e7fb9d11f268c4a540dea5ac40b0,FA Women's Super League,2019/2020,,-6457882036853365009,1403775917622076572,2,52,34,101.6,28.2,19.99,17.68,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0915,,Blocked,0,
huggingface,ba599cfb37add8c09130fc8f3d03456b,FA Women's Super League,2019/2020,,-6457882036853365009,1403775917622076572,2,52,36,100.4,27.6,21.21,16.72,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0236,,Off T,0,
huggingface,56c9d4f37cff2d0f0f91b9ba8c30813c,FA Women's Super League,2019/2020,,1740090167231094214,-8213810050837077138,2,52,50,110.3,40.4,8.88,44.76,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.2122,,Off T,0,
huggingface,856a7ccd516101cd270aa6f9cca38624,FA Women's Super League,2019/2020,,-6457882036853365009,8231000754748646243,2,52,42,108.7,42.1,10.51,37.91,,Head,Normal,indirect,Open Play,From Free Kick,0.0876,,Off T,0,
huggingface,071d06cb3b567ba7c9267b9772dde838,FA Women's Super League,2019/2020,,4232585176298498403,1948781551854964328,2,52,25,95.9,48.5,23.37,16.84,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.1781,,Off T,0,
huggingface,bf2082c1bb04bb0b14a9852e9db2adb1,FA Women's Super League,2019/2020,,4232585176298498403,4001341184296275278,2,53,41,104.0,23.3,21.15,13.86,,Right Foot,Lob,indirect,Open Play,From Free Kick,0.0454,,Blocked,0,
huggingface,dfdb452a22b9034a2fdf2d5fdcf0d7a6,FA Women's Super League,2019/2020,,-6457882036853365009,8280717223636430845,2,53,39,107.9,48.3,13.42,25.91,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.0618,,Blocked,0,
huggingface,4a36d1f8378523ab5d18008b7a0017fb,FA Women's Super League,2019/2020,,-3877000396625565868,8063747898773405584,2,53,20,87.1,44.7,30.39,13.59,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0229,,Off T,0,
huggingface,03c5a051bce28dcad6c116dce3a84677,FA Women's Super League,2019/2020,,-6457882036853365009,8280717223636430845,2,53,42,105.2,48.1,15.43,23.78,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0665,,Blocked,0,
huggingface,daeef2bef0283c4d3608056d38734b8c,FA Women's Super League,2019/2020,,-6457882036853365009,4355497289666816193,2,53,45,95.9,39.1,22.05,18.82,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0263,,Blocked,0,
huggingface,f3dcd378a75a49f522e38e2851bd8037,FA Women's Super League,2019/2020,,-6578909324278019133,-9053516092023599986,2,54,26,89.9,46.5,28.16,14.48,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.037,,Off T,0,
huggingface,98d87dee81bb71dda5852be73ab4e29a,FA Women's Super League,2019/2020,,8619948778869807005,2289353248000537141,2,55,42,108.6,38.1,10.57,37.8,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.4181,,Goal,1,
huggingface,40700b0d75b628627292d46b59e66111,FA Women's Super League,2019/2020,,4232585176298498403,-8248258839011011369,2,55,14,100.6,19.8,25.61,11.42,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.01,,Off T,0,
huggingface,6ed834b429bf8c33592fcc2698a3578b,FA Women's Super League,2019/2020,,8738392601656639079,-7410596244172985031,2,56,44,105.1,33.7,14.79,25.88,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0824,,Blocked,0,
huggingface,7cb62efc0a4bef8b0577821a280944f1,FA Women's Super League,2019/2020,,-6457882036853365009,8231000754748646243,2,56,17,93.2,40.7,24.51,16.97,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.021,,Off T,0,
huggingface,56544302ec3466a9f32b2fe27d7aae9e,FA Women's Super League,2019/2020,,-2021612995131621552,-7856556782854774822,2,56,6,91.2,30.0,27.88,14.16,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0231,,Blocked,0,
huggingface,6ba1c1118d828ed0b8a588841c55edb3,FA Women's Super League,2019/2020,,-6457882036853365009,3880090478780603329,2,56,11,110.0,28.2,14.14,19.72,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.1771,,Saved,0,
huggingface,f7428d6fe2b32308a51ee591613e90fa,FA Women's Super League,2019/2020,,-6457882036853365009,-8171222396951843498,2,57,45,107.9,44.2,11.71,33.18,,Head,Normal,indirect,Open Play,From Free Kick,0.1266,,Goal,1,
huggingface,981006d6dded9e09129a4f534722f85e,FA Women's Super League,2019/2020,,4232585176298498403,-8248258839011011369,2,57,56,93.7,51.8,26.36,14.48,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0447,,Blocked,0,
huggingface,9b455c7e0e2e4d00394dafaf5deda427,FA Women's Super League,2019/2020,,-6457882036853365009,-8171222396951843498,2,57,35,107.3,47.8,13.63,26.24,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0879,,Saved,0,
huggingface,42586bb2d9a90cebfd8bda61f83c9a74,FA Women's Super League,2019/2020,,-6457882036853365009,-3018913701239665518,2,57,36,115.4,37.9,4.62,75.42,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.6743,,Goal,1,
huggingface,79e0c5bf4c62cb968ba99e1c6ed27f09,FA Women's Super League,2019/2020,,269568771748221974,3998795230657246604,2,57,21,104.2,38.6,14.5,28.21,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.1135,,Saved,0,
huggingface,f20c20ccb5ecf200d55ddc5f213ce7cd,FA Women's Super League,2019/2020,,8619948778869807005,7643746733827895408,2,57,18,117.5,33.7,6.2,33.74,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.1489,,Goal,1,
huggingface,b8a77f58890075a599807fba7fa2f8bc,FA Women's Super League,2019/2020,,4232585176298498403,-8248258839011011369,2,57,59,89.0,41.6,28.38,14.67,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0133,,Blocked,0,
huggingface,02151599a59d4c7c8440dc130f5fb985,FA Women's Super League,2019/2020,,-6457882036853365009,3203676133968810688,2,57,58,105.6,36.3,13.6,29.33,,Left Foot,Half Volley,indirect,Open Play,From Free Kick,0.0785,,Blocked,0,
huggingface,afa0ba31edc2dd6bdd99c7dd440f6f0b,FA Women's Super League,2019/2020,,8619948778869807005,2056988468021165819,2,57,16,106.9,45.3,12.92,29.7,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.264,,Saved,0,
huggingface,b22d9577adaf81f072d6c22b9907b715,FA Women's Super League,2019/2020,,2620248647504864620,6394886529283422820,2,58,39,114.4,45.0,6.86,47.98,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.2118,,Off T,0,
huggingface,8d3cd0beb3c16355afb26bc6a475c83f,FA Women's Super League,2019/2020,,8619948778869807005,2289353248000537141,2,58,18,95.8,38.9,22.15,18.73,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0439,,Off T,0,
huggingface,6d642b617cb319866c825fc6d6efa2da,FA Women's Super League,2019/2020,,8738392601656639079,-3505228311138611386,2,59,11,90.7,39.5,26.8,15.54,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0228,,Off T,0,
huggingface,045f2202e38052cb5ea30148ab87ea68,FA Women's Super League,2019/2020,,-6808310006375101756,7393497280878712091,2,59,57,94.6,55.0,26.97,13.38,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.024,,Off T,0,
huggingface,9ed5e3d4c24cd7dc582fd40b0bea6906,FA Women's Super League,2019/2020,,-2021612995131621552,5329654300515554245,2,60,11,87.4,45.0,30.16,13.68,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0251,,Saved,0,
huggingface,27c71e6dc66b9d48fccbddf0b4fe4780,FA Women's Super League,2019/2020,,-6578909324278019133,-7257702227416682006,2,60,16,99.5,58.5,25.25,12.39,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0131,,Saved,0,
huggingface,e1a7518f463fc1fd476fdf96650b4973,FA Women's Super League,2019/2020,,8738392601656639079,-267384322120243963,2,60,49,88.1,52.3,31.26,12.48,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0089,,Blocked,0,
huggingface,80565184a26f867e6c6844348505d36b,FA Women's Super League,2019/2020,,-6808310006375101756,5833615997091828532,2,60,42,70.4,39.3,45.36,9.22,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.007,,Saved,0,
huggingface,2474a7a158127f4692405a2de957a658,FA Women's Super League,2019/2020,,-6578909324278019133,-7257702227416682006,2,61,35,99.0,22.9,24.76,13.18,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0406,,Off T,0,
huggingface,8e5b4865952630e331e65cabc7763c7e,FA Women's Super League,2019/2020,,-6578909324278019133,8372148207684096419,2,61,23,94.3,39.6,23.5,17.69,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0332,,Off T,0,
huggingface,cbf4042ff097b7787785d79d1533fc32,FA Women's Super League,2019/2020,,8619948778869807005,7041500327217919735,2,61,23,115.5,45.1,6.22,49.95,,Head,Normal,indirect,Open Play,From Free Kick,0.1661,,Saved,0,
huggingface,51c6cc36a343c74cf18c1808c6a47399,FA Women's Super League,2019/2020,,-2021612995131621552,3384238780411566036,2,61,7,112.0,35.9,8.22,44.64,,Head,Normal,indirect,Open Play,From Free Kick,0.0738,,Off T,0,
huggingface,425d079e87b62eb80ef945985f376ab1,FA Women's Super League,2019/2020,,-2021612995131621552,-7856556782854774822,2,61,22,80.1,41.4,36.51,11.44,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.007,,Off T,0,
huggingface,b6b785a6782606691eaa8ba3b0bf52e5,FA Women's Super League,2019/2020,,2620248647504864620,2048189814057860501,2,61,40,91.1,25.4,29.61,12.62,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0159,,Saved,0,
huggingface,9ca1b57f05c5c07bc451f4bc962b401a,FA Women's Super League,2019/2020,,4232585176298498403,7041145760540097510,2,61,0,103.5,38.0,15.2,26.89,,Head,Normal,indirect,Open Play,From Free Kick,0.0334,,Off T,0,
huggingface,e10acda44be739f49e045ac8919c8354,FA Women's Super League,2019/2020,,1740090167231094214,-5762629383002323975,2,62,26,89.3,43.9,28.3,14.62,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0192,,Blocked,0,
huggingface,416c1655da1fff8327f9748137d6a95f,FA Women's Super League,2019/2020,,2620248647504864620,-4984946183953602327,2,62,52,111.2,39.4,8.07,48.72,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.4264,,Saved,0,
huggingface,979e9397d8225af464fd366305be1827,FA Women's Super League,2019/2020,,8619948778869807005,8985690460380285240,2,62,36,93.9,50.6,25.76,15.03,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0223,,Off T,0,
huggingface,3c836b8747f7229aeeee0de5b35b7303,FA Women's Super League,2019/2020,,5755335137019254459,6145807983638219388,2,63,44,88.9,26.1,31.15,12.27,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0069,,Blocked,0,
huggingface,78f249078c88b482a019bc066a377ce0,FA Women's Super League,2019/2020,,1740090167231094214,-8226529145866379418,2,63,50,117.4,46.1,6.06,36.64,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.1285,,Goal,1,
huggingface,c72df06c5877b1689918ffdf5b16f7ad,FA Women's Super League,2019/2020,,-6578909324278019133,7824816342482230839,2,63,24,115.6,28.3,11.43,14.09,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0636,,Saved,0,
huggingface,aff483135b4d167b92ade24ce49ea401,FA Women's Super League,2019/2020,,-6578909324278019133,-9053516092023599986,2,63,58,98.8,22.1,25.37,12.68,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0151,,Blocked,0,
huggingface,5f0be7452ba2831918f4c8fc33556882,FA Women's Super League,2019/2020,,5755335137019254459,-7998284322341570906,2,64,16,99.8,20.9,25.42,12.05,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.012,,Post,0,
huggingface,1749421858d730687927462c66a27f38,FA Women's Super League,2019/2020,,-6457882036853365009,-3348145339078717974,2,65,4,108.5,29.7,14.12,22.48,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.1982,,Off T,0,
huggingface,4642288344097725a3f92f51f6c4115f,FA Women's Super League,2019/2020,,8619948778869807005,2289353248000537141,2,65,14,113.3,30.2,10.86,23.22,,Left Foot,Lob,indirect,Open Play,From Free Kick,0.2157,,Off T,0,
huggingface,480d9dbd1efd19d62d7661b2a148f4cd,FA Women's Super League,2019/2020,,-3877000396625565868,-1243476778468754788,2,65,10,90.0,49.9,28.89,13.73,,Left Foot,Normal,direct,Free Kick,From Free Kick,0.0347,,Off T,0,
huggingface,f4c732e987c59c214b810c99230756a0,FA Women's Super League,2019/2020,,5755335137019254459,7155328774313115735,2,66,43,104.3,55.2,19.98,15.22,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0278,,Off T,0,
huggingface,6b74bf30f0f6dca5df695b84696b0acb,FA Women's Super League,2019/2020,,269568771748221974,-6061516198166556624,2,67,32,98.6,20.3,26.6,11.65,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.01,,Off T,0,
huggingface,f60a706580690daf6629eb51cc640ca7,FA Women's Super League,2019/2020,,-2021612995131621552,-2132842543378507859,2,67,5,110.3,56.4,17.42,12.6,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0208,,Blocked,0,
huggingface,06b190af2f2ec315c0254c0b32ceef19,FA Women's Super League,2019/2020,,-6578909324278019133,-8974507090621151933,2,67,52,100.4,47.4,19.16,20.34,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0586,,Off T,0,
huggingface,408de419ba1c98f4b6572109a530d305,FA Women's Super League,2019/2020,,8619948778869807005,7643746733827895408,2,67,39,110.6,39.7,8.6,46.07,,Head,Normal,indirect,Open Play,From Free Kick,0.108,,Post,0,
huggingface,ca1e6bf9af6d5d1da7d8137dec918283,FA Women's Super League,2019/2020,,1740090167231094214,-1300649798516427626,2,67,34,94.9,57.8,28.14,12.17,,Left Foot,Normal,direct,Free Kick,From Free Kick,0.012,,Saved,0,
huggingface,f9c6cec31db73d9e689356770a73c1e0,FA Women's Super League,2019/2020,,-2021612995131621552,-3251270692126520799,2,68,32,99.9,26.8,21.99,15.96,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.031,,Blocked,0,
huggingface,a1b269f57b8892dda8bb0dc68323f153,FA Women's Super League,2019/2020,,-3877000396625565868,2510303009434909560,2,68,29,99.6,50.2,20.86,17.94,,Left Foot,Half Volley,indirect,Open Play,From Free Kick,0.0411,,Blocked,0,
huggingface,8373603f201447d172ce14e26d66790b,FA Women's Super League,2019/2020,,-3877000396625565868,3428350716221327753,2,68,31,108.2,48.4,13.24,25.97,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.1057,,Saved,0,
huggingface,439bc730792c71dca9a39da625de7dc9,FA Women's Super League,2019/2020,,8738392601656639079,-7562913964149693958,2,69,26,115.1,45.6,6.8,44.88,,Head,Normal,indirect,Open Play,From Free Kick,0.1988,,Off T,0,
huggingface,50f0b753ef0b0fcdd205d64559fa6184,FA Women's Super League,2019/2020,,269568771748221974,7181684458848810062,2,69,51,87.6,59.1,34.39,10.5,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0055,,Blocked,0,
huggingface,2bf133738eb1b17f865a6552e2d7930c,FA Women's Super League,2019/2020,,-6578909324278019133,4117205832189604934,2,70,29,113.4,43.4,6.79,53.46,,Head,Normal,indirect,Open Play,From Free Kick,0.223,,Wayward,0,
huggingface,e5b386732ccb1a1e7e0bff913970423a,FA Women's Super League,2019/2020,,-6578909324278019133,-7257702227416682006,2,70,41,101.6,27.1,20.55,16.75,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0706,,Off T,0,
huggingface,d72d578c775d983d71da1ab584163345,FA Women's Super League,2019/2020,,2620248647504864620,2048189814057860501,2,70,1,87.2,37.3,30.09,13.81,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0198,,Blocked,0,
huggingface,08b103991554dd0c40876b7d046af94b,FA Women's Super League,2019/2020,,-2021612995131621552,-1243476778468754788,2,70,20,112.9,46.1,8.56,38.42,,Left Foot,Half Volley,indirect,Open Play,From Free Kick,0.4501,,Goal,1,
huggingface,9d08b15587fba16542063778ca5f77da,FA Women's Super League,2019/2020,,-3877000396625565868,8918172166714692169,2,70,19,102.7,49.8,18.18,20.04,,Head,Normal,indirect,Open Play,From Free Kick,0.0705,,Off T,0,
huggingface,e774ec735ad7baca4c48a66deca33cd6,FA Women's Super League,2019/2020,,1740090167231094214,2439479037890304116,2,70,20,111.3,37.5,8.28,46.55,,Left Foot,Volley,indirect,Open Play,From Free Kick,0.218,,Off T,0,
huggingface,43ccce3a657ab7f25aac7fed0524fc5b,FA Women's Super League,2019/2020,,-6808310006375101756,7393497280878712091,2,70,36,99.0,25.8,23.18,15.01,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0641,,Blocked,0,
huggingface,b9bb49729f37bba6cc73bc0b7931580c,FA Women's Super League,2019/2020,,-6578909324278019133,-9053516092023599986,2,70,1,111.1,43.4,8.71,43.6,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.304,,Goal,1,
huggingface,7499a93d77b03f6368c70905f133fca3,FA Women's Super League,2019/2020,,1740090167231094214,2439479037890304116,2,71,16,101.8,56.6,22.52,13.84,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0411,,Off T,0,
huggingface,976b5663f747a9d7bfd55bc387ce4331,FA Women's Super League,2019/2020,,8619948778869807005,-6430530212990556141,2,71,10,109.8,30.0,13.06,23.46,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0742,,Blocked,0,
huggingface,9a75bfcf11e43af4056e196ff44c4e1c,FA Women's Super League,2019/2020,,2620248647504864620,6394886529283422820,2,72,46,113.9,42.8,6.14,59.24,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.2775,,Off T,0,
huggingface,86491937f2a75c5924855ec76545de5e,FA Women's Super League,2019/2020,,-3877000396625565868,3235333440147029158,2,72,7,114.7,46.1,7.39,40.7,,Head,Normal,indirect,Open Play,From Free Kick,0.1844,,Goal,1,
huggingface,0afef8e9c39911a53d0d8950a71711f9,FA Women's Super League,2019/2020,,-6808310006375101756,5162751365188628686,2,72,7,94.4,55.2,27.22,13.24,,Left Foot,Normal,direct,Free Kick,From Free Kick,0.0359,,Off T,0,
huggingface,834d0a801011ad7f73d3341cef7949c4,FA Women's Super League,2019/2020,,1740090167231094214,-695086712024588200,2,72,37,105.2,39.3,13.55,30.19,,Head,Normal,indirect,Open Play,From Free Kick,0.0958,,Post,0,
huggingface,5b8700efb5beeacb89edc4bd67038d25,FA Women's Super League,2019/2020,,-2021612995131621552,-1243476778468754788,2,73,37,101.2,49.6,19.3,19.29,,Left Foot,Normal,direct,Free Kick,From Free Kick,0.0872,,Off T,0,
huggingface,829550c6826bec3e4c9b3aabcd67b275,FA Women's Super League,2019/2020,,-6808310006375101756,7393497280878712091,2,73,12,101.2,38.8,17.23,23.93,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.1231,,Off T,0,
huggingface,00487ed07cb4ad60900eb51c6d5ca597,FA Women's Super League,2019/2020,,5755335137019254459,6145807983638219388,2,74,8,95.1,45.5,23.32,17.44,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0692,,Blocked,0,
huggingface,95333ce6ecf6175c92d09389fd46d9e3,FA Women's Super League,2019/2020,,2620248647504864620,5770729003930744729,2,74,11,106.4,43.8,12.91,30.68,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.2945,,Saved,0,
